Install Date,Cohort Size,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,CrashesANRDay1,DailyAverageRating,LevelFailedEvents,LevelSuccessEvents,LevelPlayedEvents,Sessions,MKTExpenses,TotalPurchases,ActiveUsers,ActiveUsersDay7,AvgSessionSeconds,MedianSessionSeconds
4/10/2015,200,38,26.5,25,20.5,16.5,17,21,1,3.75,4368,3474,7842,4068,62.65,0,1196,1219,410,240
4/11/2015,210,40,22.86,14.76,14.76,17.14,14.29,16.67,,4.4,4466,3480,7946,4039,60.89,0,1201,1184,413,257
4/12/2015,212,48.11,32.08,24.53,23.58,25.94,18.87,16.04,1,4.25,4232,3549,7781,3891,62.26,0,1182,1146,407,257
4/13/2015,194,40.72,26.29,19.59,18.04,14.43,14.95,15.46,1,4.14,4546,3153,7699,3692,54.78,0,1182,1078,382,235
4/14/2015,173,44.51,27.17,24.86,21.39,13.87,15.61,12.72,0,5,4874,3203,8078,4056,60.15,0,1165,1014,395,239
4/15/2015,210,41.9,30.48,24.29,24.29,21.9,18.1,13.81,0,4.5,4407,3163,7570,3740,56.47,5,1127,959,386,237
4/16/2015,183,47.54,24.04,24.59,14.75,17.49,16.94,10.38,1,4.5,4507,3417,7924,3783,61.3,1,1110,988,397,266
4/17/2015,214,39.25,22.9,18.22,15.89,14.02,13.55,12.15,1,4.57,4907,3345,8253,4159,67.28,1,1219,1043,397,252
4/18/2015,231,42.86,31.17,21.21,17.75,17.32,16.45,13.42,3,4.63,5434,3951,9385,4406,66.48,0,1184,1061,409,275
4/19/2015,182,42.86,28.02,20.33,17.03,15.93,15.38,11.54,1,4.25,4534,3270,7804,3895,68.66,0,1146,1001,397,250
4/20/2015,170,44.71,28.24,28.82,24.12,21.76,18.24,15.88,1,4,4133,2797,6930,3695,62.06,0,1078,947,407,275
4/21/2015,148,43.92,33.11,25.68,25,21.62,18.24,20.27,2,2,3757,2672,6429,3465,54.68,1,1014,963,411,265
4/22/2015,139,47.48,35.97,27.34,22.3,20.14,20.86,19.42,1,3.75,3692,2671,6363,3240,49.79,0,959,961,405,266
4/23/2015,135,38.52,30.37,28.15,23.7,22.96,20,16.3,0,4.44,3805,2483,6288,3242,49.05,0,988,962,416,266
4/24/2015,169,46.75,26.63,18.93,21.89,16.57,14.2,12.43,1,4.17,4656,3365,8021,4069,48.7,1,1043,952,387,242
4/25/2015,159,41.51,27.67,25.16,16.35,17.61,16.98,12.58,0,5,4421,3144,7565,3886,50.77,0,1061,1002,387,236
4/26/2015,162,37.65,27.16,20.99,18.52,12.96,13.58,8.64,0,3.8,3526,2489,6015,3160,51.26,0,1001,944,414,264
4/27/2015,156,42.95,28.21,21.79,16.67,17.95,12.82,12.18,1,3.5,3776,2784,6560,3236,51.57,0,947,969,398,241
4/28/2015,139,43.17,25.18,25.18,20.14,16.55,12.95,14.39,0,3,4202,2739,6941,3661,51.23,0,963,926,402,241
4/29/2015,140,50.71,31.43,25,25,20.71,17.14,16.43,4,4,3903,2679,6582,3409,52.4,0,961,935,402,248
4/30/2015,149,28.86,24.16,24.16,18.79,20.13,17.45,10.74,0,5,3819,2551,6370,3455,52.46,0,962,917,402,267
5/1/2015,170,41.18,25.29,24.71,21.18,23.53,21.18,14.12,0,4,3586,2470,6056,3167,51.31,2,952,926,391,268
5/2/2015,163,40.49,25.77,20.86,14.11,13.5,14.11,10.43,1,4.8,3881,2931,6812,3410,54.13,0,1002,919,385,238
5/3/2015,161,43.48,23.6,20.5,18.63,17.39,13.04,12.42,0,3.8,3622,2530,6152,2904,55.64,0,944,907,396,244
5/4/2015,158,41.14,32.28,24.05,18.99,13.92,15.19,12.66,1,4.5,4116,2928,7044,3307,53.34,0,969,868,402,267
5/5/2015,173,41.04,30.06,27.75,25.43,18.5,10.4,13.87,1,4,3312,2542,5854,2912,51.63,1,926,871,408,269
5/6/2015,158,48.73,29.75,23.42,13.92,14.56,12.66,10.76,1,2,3657,2730,6387,3048,47.88,0,935,816,415,261
5/7/2015,128,41.41,30.47,27.34,28.12,23.44,17.19,19.53,1,3,3377,2451,5828,3093,49.77,0,917,877,427,250
5/8/2015,140,39.29,26.43,30,22.86,15,12.86,10.71,1,4.5,3612,2568,6180,3156,49.89,1,926,989,410,267
5/9/2015,148,38.51,25.68,19.59,15.54,18.24,12.84,12.16,0,3.67,3716,2774,6491,3192,49.56,0,919,1009,416,276
5/10/2015,147,40.82,28.57,22.45,19.73,20.41,14.29,14.29,0,3.88,3985,2434,6419,3255,45.7,1,907,931,411,275
