,2015/05/22, 8378 , 1.6% ,Err:522
,2015/05/21, 7996 , 1.6% ,Err:522
,2015/05/20, 2119 , 0.4% ,Err:522
,2015/05/19, 2350 , 0.5% ,Err:522
,2015/05/18, 2786 , 0.5% ,Err:522
,2015/05/17, 2599 , 0.5% ,Err:522
,2015/05/16, 2749 , 0.5% ,Err:522
,2015/05/15, 2650 , 0.5% ,Err:522
,2015/05/14, 2490 , 0.5% ,Err:522
,2015/05/13, 2402 , 0.5% ,Err:522
,2015/05/12, 2336 , 0.5% ,Err:522
,2015/05/11, 2282 , 0.4% ,Err:522
Incomplete,Date,Events,% of Events,
