,2015/08/15 00:00, 3511 , 0.6% ,Err:522
,2015/08/16 00:00, 3376 , 0.6% ,Err:522
,2015/08/17 00:00, 3456 , 0.6% ,Err:522
,2015/08/18 00:00, 3132 , 0.5% ,Err:522
,2015/08/19 00:00, 3256 , 0.6% ,Err:522
,2015/08/20 00:00, 3044 , 0.5% ,Err:522
,2015/08/21 00:00, 3046 , 0.5% ,Err:522
,2015/08/22 00:00, 3067 , 0.5% ,Err:522
,2015/08/23 00:00, 2931 , 0.5% ,Err:522
,2015/08/24 00:00, 2718 , 0.5% ,Err:522
,2015/08/25 00:00, 2632 , 0.5% ,Err:522
,2015/08/26 00:00, 2565 , 0.4% ,Err:522
,2015/08/27 00:00, 2808 , 0.5% ,Err:522
,2015/08/28 00:00, 2609 , 0.5% ,Err:522
,2015/08/29 00:00, 2637 , 0.5% ,Err:522
,2015/08/30 00:00, 2593 , 0.5% ,Err:522
,2015/08/31 00:00, 2051 , 0.4% ,Err:522
,2015/09/01 00:00, 2134 , 0.4% ,Err:522
,2015/09/02 00:00, 1886 , 0.3% ,Err:522
,2015/09/03 00:00, 2052 , 0.4% ,Err:522
,2015/09/04 00:00, 1945 , 0.3% ,Err:522
,2015/09/05 00:00, 2072 , 0.4% ,Err:522
,2015/09/06 00:00, 2030 , 0.4% ,Err:522
,2015/09/07 00:00, 1806 , 0.3% ,Err:522
,2015/09/08 00:00, 1705 , 0.3% ,Err:522
,2015/09/09 00:00, 1765 , 0.3% ,Err:522
,2015/09/10 00:00, 1668 , 0.3% ,Err:522
,2015/09/11 00:00, 1869 , 0.3% ,Err:522
Incomplete,Date,Sessions,% of Sessions,
